经号,经名,所属藏经,部类,册别,卷数,作译者,时间
T0574,佛說堅固女經,大正藏,經集部類,14,1卷,隋 那連提耶舍譯,隋581~618
T0575,佛說大方等修多羅王經,大正藏,經集部類,14,1卷,後魏 菩提流支譯,後魏
T0576,佛說轉有經,大正藏,經集部類,14,1卷,元魏 佛陀扇多譯,元魏
T0577,佛說大乘流轉諸有經,大正藏,經集部類,14,1卷,唐 義淨譯,唐618~907
T0578,無垢優婆夷問經,大正藏,經集部類,14,1卷,後魏 瞿曇般若流支譯,後魏
T0579,優婆夷淨行法門經,大正藏,經集部類,14,2卷,失譯,
T0580,佛說長者女菴提遮師子吼了義經,大正藏,經集部類,14,1卷,失譯,
T0581,佛說八師經,大正藏,經集部類,14,1卷,吳 支謙譯,吳229~280
T0582,佛說孫多耶致經,大正藏,經集部類,14,1卷,吳 支謙譯,吳229~280
T0583,佛說黑氏梵志經,大正藏,經集部類,14,1卷,吳 支謙譯,吳229~280
T0584,長爪梵志請問經,大正藏,經集部類,14,1卷,唐 義淨譯,唐618~907
T0585,持心梵天所問經,大正藏,經集部類,15,4卷,西晉 竺法護譯,西晉265~316
T0586,思益梵天所問經,大正藏,經集部類,15,4卷,姚秦 鳩摩羅什譯,姚秦
T0587,勝思惟梵天所問經,大正藏,經集部類,15,6卷,元魏 菩提流支譯,元魏
T0588,佛說須真天子經,大正藏,經集部類,15,4卷,西晉 竺法護譯,西晉265~316
T0589,佛說魔逆經,大正藏,經集部類,15,1卷,西晉 竺法護譯,西晉265~316
T0590,佛說四天王經,大正藏,經集部類,15,1卷,劉宋 智嚴共寶雲譯,劉宋420~479
T0591,商主天子所問經,大正藏,經集部類,15,1卷,隋 闍那崛多譯,隋581~618
T0592,天請問經,大正藏,經集部類,15,1卷,唐 玄奘譯,唐618~907
T0593,佛為勝光天子說王法經,大正藏,經集部類,15,1卷,唐 義淨譯,唐618~907
T0594,佛說大自在天子因地經,大正藏,經集部類,15,1卷,宋 施護譯,宋960~1279
T0595,佛說嗟韈曩法天子受三歸依獲免惡道經,大正藏,經集部類,15,1卷,宋 法天譯,宋960~1279
T0596,佛說天王太子辟羅經,大正藏,經集部類,15,1卷,失譯,
T0597,龍王兄弟經,大正藏,經集部類,15,1卷,吳 支謙譯,吳229~280
T0598,佛說海龍王經,大正藏,經集部類,15,4卷,西晉 竺法護譯,西晉265~316
T0599,佛為海龍王說法印經,大正藏,經集部類,15,1卷,唐 義淨譯,唐618~907
T0600,十善業道經,大正藏,經集部類,15,1卷,唐 實叉難陀譯,唐618~907
T0601,佛為娑伽羅龍王所說大乘經,大正藏,經集部類,15,1卷,宋 施護譯,宋960~1279
T0602,佛說大安般守意經,大正藏,經集部類,15,2卷,後漢 安世高譯,後漢947~951
T0603,陰持入經,大正藏,經集部類,15,2卷,後漢 安世高譯,後漢947~951
T0604,佛說禪行三十七品經,大正藏,經集部類,15,1卷,後漢 安世高譯,後漢947~951
T0605,禪行法想經,大正藏,經集部類,15,1卷,後漢 安世高譯,後漢947~951
T0606,修行道地經,大正藏,經集部類,15,7卷,西晉 竺法護譯,西晉265~316
T0607,道地經,大正藏,經集部類,15,1卷,僧伽羅剎造  後漢 安世高譯,
T0608,小道地經,大正藏,經集部類,15,1卷,後漢 支曜譯,後漢947~951
T0609,禪要經,大正藏,經集部類,15,1卷,失譯,
T0610,佛說內身觀章句經,大正藏,經集部類,15,1卷,失譯,
T0611,法觀經,大正藏,經集部類,15,1卷,西晉 竺法護譯,西晉265~316
T0612,身觀經,大正藏,經集部類,15,1卷,西晉 竺法護譯,西晉265~316
T0613,禪祕要法經,大正藏,經集部類,15,3卷,姚秦 鳩摩羅什等譯,姚秦
T0614,坐禪三昧經,大正藏,經集部類,15,2卷,姚秦 鳩摩羅什譯,姚秦
T0615,菩薩訶色欲法經,大正藏,經集部類,15,1卷,姚秦 鳩摩羅什譯,姚秦
T0616,禪法要解,大正藏,經集部類,15,2卷,姚秦 鳩摩羅什譯,姚秦
T0617,思惟略要法,大正藏,經集部類,15,1卷,姚秦 鳩摩羅什譯,姚秦
T0618,達摩多羅禪經,大正藏,經集部類,15,2卷,東晉 佛陀跋陀羅譯,東晉317~420
T0619,五門禪經要用法,大正藏,經集部類,15,1卷,佛陀蜜多撰  劉宋 曇摩蜜多譯,
T0620,治禪病祕要法,大正藏,經集部類,15,2卷,劉宋 沮渠京聲譯,劉宋420~479
T0621,佛說佛印三昧經,大正藏,經集部類,15,1卷,後漢 安世高譯,後漢947~951
T0622,佛說自誓三昧經,大正藏,經集部類,15,1卷,後漢 安世高譯,後漢947~951
T0623,佛說如來獨證自誓三昧經,大正藏,經集部類,15,1卷,西晉 竺法護譯,西晉265~316
T0624,佛說伅真陀羅所問如來三昧經,大正藏,經集部類,15,3卷,後漢 支婁迦讖譯,後漢947~951
T0625,大樹緊那羅王所問經,大正藏,經集部類,15,4卷,姚秦 鳩摩羅什譯,姚秦
T0626,佛說阿闍世王經,大正藏,經集部類,15,2卷,後漢 支婁迦讖譯,後漢947~951
T0627,文殊支利普超三昧經,大正藏,經集部類,15,3卷,西晉 竺法護譯,西晉265~316
T0628,佛說未曾有正法經,大正藏,經集部類,15,6卷,宋 法天譯,宋960~1279
T0629,佛說放鉢經,大正藏,經集部類,15,1卷,闕譯,
T0630,佛說成具光明定意經,大正藏,經集部類,15,1卷,後漢 支曜譯,後漢947~951
T0631,佛說法律三昧經,大正藏,經集部類,15,1卷,吳 支謙譯,吳229~280
T0632,佛說慧印三昧經,大正藏,經集部類,15,1卷,吳 支謙譯,吳229~280
T0633,佛說如來智印經,大正藏,經集部類,15,1卷,失譯,
T0634,佛說大乘智印經,大正藏,經集部類,15,5卷,宋 智吉祥等譯,宋960~1279
T0635,佛說弘道廣顯三昧經,大正藏,經集部類,15,4卷,西晉 竺法護譯,西晉265~316
T0636,無極寶三昧經,大正藏,經集部類,15,2卷,西晉 竺法護譯,西晉265~316
T0637,佛說寶如來三昧經,大正藏,經集部類,15,2卷,東晉 祇多蜜譯,東晉317~420
T0638,佛說超日明三昧經,大正藏,經集部類,15,2卷,西晉 聶承遠譯,西晉265~316
T0639,月燈三昧經,大正藏,經集部類,15,10卷,高齊 那連提耶舍譯,高齊
T0640,佛說月燈三昧經,大正藏,經集部類,15,1卷,劉宋 先公譯,劉宋420~479
T0641,佛說月燈三昧經,大正藏,經集部類,15,1卷,劉宋 先公譯,劉宋420~479
T0642,佛說首楞嚴三昧經,大正藏,經集部類,15,2卷,姚秦 鳩摩羅什譯,姚秦
T0643,佛說觀佛三昧海經,大正藏,經集部類,15,10卷,東晉 佛陀跋陀羅譯,東晉317~420
T0644,佛說金剛三昧本性清淨不壞不滅經,大正藏,經集部類,15,1卷,失譯,
T0645,不必定入定入印經,大正藏,經集部類,15,1卷,元魏 瞿曇般若流支譯,元魏
T0646,入定不定印經,大正藏,經集部類,15,1卷,唐 義淨譯,唐618~907
T0647,力莊嚴三昧經,大正藏,經集部類,15,3卷,隋 那連提耶舍譯,隋581~618
T0648,寂照神變三摩地經,大正藏,經集部類,15,1卷,唐 玄奘譯,唐618~907
T0649,觀察諸法行經,大正藏,經集部類,15,4卷,隋 闍那崛多譯,隋581~618
T0650,諸法無行經,大正藏,經集部類,15,2卷,姚秦 鳩摩羅什譯,姚秦
T0651,佛說諸法本無經,大正藏,經集部類,15,3卷,隋 闍那崛多譯,隋581~618
T0652,佛說大乘隨轉宣說諸法經,大正藏,經集部類,15,3卷,宋 紹德等譯,宋960~1279
T0653,佛藏經,大正藏,經集部類,15,3卷,姚秦 鳩摩羅什譯,姚秦
T0654,佛說入無分別法門經,大正藏,經集部類,15,1卷,宋 施護譯,宋960~1279
T0655,佛說勝義空經,大正藏,經集部類,15,1卷,宋 施護等譯,宋960~1279
T0656,菩薩瓔珞經,大正藏,經集部類,16,14卷,姚秦 竺佛念譯,姚秦
T0657,佛說華手經,大正藏,經集部類,16,10卷,姚秦 鳩摩羅什譯,姚秦
T0658,寶雲經,大正藏,經集部類,16,7卷,梁 曼陀羅仙譯,梁
T0659,大乘寶雲經,大正藏,經集部類,16,7卷,梁 曼陀羅仙共僧伽婆羅譯,梁
T0660,佛說寶雨經,大正藏,經集部類,16,10卷,唐 達摩流支譯,唐618~907
T0661,大乘百福相經,大正藏,經集部類,16,1卷,唐 地婆訶羅譯,唐618~907
T0662,大乘百福莊嚴相經,大正藏,經集部類,16,1卷,唐 地婆訶羅譯,唐618~907
T0663,金光明經,大正藏,經集部類,16,4卷,北涼 曇無讖譯,北涼397~460
T0664,合部金光明經,大正藏,經集部類,16,8卷,隋 寶貴合,隋581~618
T0665,金光明最勝王經,大正藏,經集部類,16,10卷,唐 義淨譯,唐618~907
T0666,大方等如來藏經,大正藏,經集部類,16,1卷,東晉 佛陀跋陀羅譯,東晉317~420
T0667,大方廣如來藏經,大正藏,經集部類,16,1卷,唐 不空譯,唐618~907
T0668,佛說不增不減經,大正藏,經集部類,16,1卷,元魏 菩提流支譯,元魏
T0669,佛說無上依經,大正藏,經集部類,16,2卷,梁 真諦譯,梁
T0670,楞伽阿跋多羅寶經,大正藏,經集部類,16,4卷,劉宋 求那跋陀羅譯,劉宋420~479
T0671,入楞伽經,大正藏,經集部類,16,10卷,元魏 菩提流支譯,元魏
T0672,大乘入楞伽經,大正藏,經集部類,16,7卷,唐 實叉難陀譯,唐618~907
T0673,大乘同性經,大正藏,經集部類,16,2卷,宇文周 闍那耶舍譯,宇文周
T0674,證契大乘經,大正藏,經集部類,16,2卷,唐 地婆訶羅譯,唐618~907
T0675,深密解脫經,大正藏,經集部類,16,5卷,元魏 菩提流支譯,元魏
T0676,解深密經,大正藏,經集部類,16,5卷,唐 玄奘譯,唐618~907
T0677,佛說解節經,大正藏,經集部類,16,1卷,陳 真諦譯,陳557~589
T0678,相續解脫地波羅蜜了義經,大正藏,經集部類,16,1卷,劉宋 求那跋陀羅譯,劉宋420~479
T0679,相續解脫如來所作隨順處了義經,大正藏,經集部類,16,1卷,劉宋 求那跋陀羅譯,劉宋420~479
T0680,佛說佛地經,大正藏,經集部類,16,1卷,唐 玄奘譯,唐618~907
T0681,大乘密嚴經,大正藏,經集部類,16,3卷,唐 地婆訶羅譯,唐618~907
T0682,大乘密嚴經,大正藏,經集部類,16,3卷,唐 不空譯,唐618~907
T0683,佛說諸德福田經,大正藏,經集部類,16,1卷,西晉 法立法炬共譯,西晉265~316
T0684,佛說父母恩難報經,大正藏,經集部類,16,1卷,後漢 安世高譯,後漢947~951
T0685,佛說盂蘭盆經,大正藏,經集部類,16,1卷,西晉 竺法護譯,西晉265~316
T0686,佛說報恩奉盆經,大正藏,經集部類,16,1卷,失譯,
T0687,佛說孝子經,大正藏,經集部類,16,1卷,失譯,
T0688,佛說未曾有經,大正藏,經集部類,16,1卷,失譯,
T0689,甚希有經,大正藏,經集部類,16,1卷,唐 玄奘譯,唐618~907
T0690,佛說希有挍量功德經,大正藏,經集部類,16,1卷,隋 闍那崛多譯,隋581~618
T0691,最無比經,大正藏,經集部類,16,1卷,唐 玄奘譯,唐618~907
T0692,佛說作佛形像經,大正藏,經集部類,16,1卷,闕譯,
T0693,佛說造立形像福報經,大正藏,經集部類,16,1卷,闕譯,
T0694,佛說大乘造像功德經,大正藏,經集部類,16,2卷,唐 提雲般若譯,唐618~907
T0695,佛說灌洗佛形像經,大正藏,經集部類,16,1卷,西晉 法炬譯,西晉265~316
T0696,佛說摩訶剎頭經,大正藏,經集部類,16,1卷,西秦 聖堅譯,西秦
T0697,佛說浴像功德經,大正藏,經集部類,16,1卷,唐 寶思惟譯,唐618~907
T0698,浴佛功德經,大正藏,經集部類,16,1卷,唐 義淨譯,唐618~907
T0699,佛說造塔功德經,大正藏,經集部類,16,1卷,唐 地婆訶羅譯,唐618~907
T0700,右繞佛塔功德經,大正藏,經集部類,16,1卷,唐 實叉難陀譯,唐618~907
T0701,佛說溫室洗浴眾僧經,大正藏,經集部類,16,1卷,後漢 安世高譯,後漢947~951
T0702,佛說施燈功德經,大正藏,經集部類,16,1卷,高齊 那連提耶舍譯,高齊
T0703,燈指因緣經,大正藏,經集部類,16,1卷,姚秦 鳩摩羅什譯,姚秦
T0704,佛說樓閣正法甘露鼓經,大正藏,經集部類,16,1卷,宋 天息災譯,宋960~1279
T0705,佛說布施經,大正藏,經集部類,16,1卷,宋 法賢譯,宋960~1279
T0706,佛說五大施經,大正藏,經集部類,16,1卷,宋 施護等譯,宋960~1279
T0707,佛說出家功德經,大正藏,經集部類,16,1卷,失譯,
T0708,了本生死經,大正藏,經集部類,16,1卷,吳 支謙譯,吳229~280
T0709,佛說稻芉經,大正藏,經集部類,16,1卷,闕譯,
T0710,慈氏菩薩所說大乘緣生稻𦼮喻經,大正藏,經集部類,16,1卷,唐 不空譯,唐618~907
T0711,大乘舍黎娑擔摩經,大正藏,經集部類,16,1卷,宋 施護譯,宋960~1279
T0712,佛說大乘稻芉經,大正藏,經集部類,16,1卷,失譯,
T0713,貝多樹下思惟十二因緣經,大正藏,經集部類,16,1卷,吳 支謙譯,吳229~280
T0714,緣起聖道經,大正藏,經集部類,16,1卷,唐 玄奘譯,唐618~907
T0715,佛說舊城喻經,大正藏,經集部類,16,1卷,宋 法賢譯,宋960~1279
T0716,緣生初勝分法本經,大正藏,經集部類,16,2卷,隋 達摩笈多譯,隋581~618
T0717,分別緣起初勝法門經,大正藏,經集部類,16,2卷,唐 玄奘譯,唐618~907
T0718,佛說分別緣生經,大正藏,經集部類,16,1卷,宋 法天譯,宋960~1279
T0719,十二緣生祥瑞經,大正藏,經集部類,16,2卷,宋 施護譯,宋960~1279
T0720,無明羅剎集,大正藏,經集部類,16,3卷,失譯,
T0721,正法念處經,大正藏,經集部類,17,70卷,元魏 瞿曇般若流支譯,元魏
T0722,妙法聖念處經,大正藏,經集部類,17,8卷,宋 法天譯,宋960~1279
T0723,分別業報略經,大正藏,經集部類,17,1卷,大勇菩薩撰  劉宋 僧伽跋摩譯,
T0724,佛說罪業應報教化地獄經,大正藏,經集部類,17,1卷,後漢 安世高譯,後漢947~951
T0725,佛說六道伽陀經,大正藏,經集部類,17,1卷,宋 法天譯,宋960~1279
T0726,六趣輪迴經,大正藏,經集部類,17,1卷,馬鳴菩薩集  宋 日稱等譯,
T0727,十不善業道經,大正藏,經集部類,17,1卷,馬鳴菩薩集  宋 日稱等譯,
T0728,諸法集要經,大正藏,經集部類,17,10卷,觀無畏尊者集  宋 日稱等譯,
T0729,佛說分別善惡所起經,大正藏,經集部類,17,1卷,後漢 安世高譯,後漢947~951
T0730,佛說處處經,大正藏,經集部類,17,1卷,後漢 安世高譯,後漢947~951
T0731,佛說十八泥犁經,大正藏,經集部類,17,1卷,後漢 安世高譯,後漢947~951
T0732,佛說罵意經,大正藏,經集部類,17,1卷,後漢 安世高譯,後漢947~951
T0733,佛說堅意經,大正藏,經集部類,17,1卷,後漢 安世高譯,後漢947~951
T0734,佛說鬼問目連經,大正藏,經集部類,17,1卷,後漢 安世高譯,後漢947~951
T0735,佛說四願經,大正藏,經集部類,17,1卷,吳 支謙譯,吳229~280
T0736,佛說四自侵經,大正藏,經集部類,17,1卷,西晉 竺法護譯,西晉265~316
T0737,所欲致患經,大正藏,經集部類,17,1卷,西晉 竺法護譯,西晉265~316
T0738,佛說分別經,大正藏,經集部類,17,1卷,西晉 竺法護譯,西晉265~316
T0739,佛說慢法經,大正藏,經集部類,17,1卷,西晉 法炬譯,西晉265~316
T0740,佛說頞多和多耆經,大正藏,經集部類,17,1卷,失譯,
T0741,五苦章句經,大正藏,經集部類,17,1卷,東晉 竺曇無蘭譯,東晉317~420
T0742,佛說自愛經,大正藏,經集部類,17,1卷,東晉 竺曇無蘭譯,東晉317~420
T0743,佛說忠心經,大正藏,經集部類,17,1卷,東晉 竺曇無蘭譯,東晉317~420
T0744,佛說除恐災患經,大正藏,經集部類,17,1卷,乞伏秦 聖堅譯,乞伏秦
T0745,佛說雜藏經,大正藏,經集部類,17,1卷,東晉 法顯譯,東晉317~420
T0746,餓鬼報應經,大正藏,經集部類,17,1卷,失譯,
T0747a,佛說罪福報應經,大正藏,經集部類,17,1卷,劉宋 求那跋陀羅譯,劉宋420~479
T0747b,佛說輪轉五道罪福報應經,大正藏,經集部類,17,1卷,劉宋 求那跋陀羅譯,劉宋420~479
T0748,佛說護淨經,大正藏,經集部類,17,1卷,失譯,
T0749,佛說因緣僧護經,大正藏,經集部類,17,1卷,失譯,
T0750,沙彌羅經,大正藏,經集部類,17,1卷,失譯,
T0751a,佛說五無反復經,大正藏,經集部類,17,1卷,劉宋 沮渠京聲譯,劉宋420~479
T0751b,佛說五無返復經,大正藏,經集部類,17,1卷,劉宋 沮渠京聲譯,劉宋420~479
T0752,佛說五無返復經,大正藏,經集部類,17,1卷,劉宋 沮渠京聲譯,劉宋420~479
T0753,十二品生死經,大正藏,經集部類,17,1卷,劉宋 求那跋陀羅譯,劉宋420~479
T0754,佛說未曾有因緣經,大正藏,經集部類,17,2卷,蕭齊 曇景譯,蕭齊
T0755,佛說淨意優婆塞所問經,大正藏,經集部類,17,1卷,宋 施護譯,宋960~1279
T0756,佛說八無暇有暇經,大正藏,經集部類,17,1卷,唐 義淨譯,唐618~907
T0757,佛說身毛喜豎經,大正藏,經集部類,17,3卷,宋 惟淨等譯,宋960~1279
T0758,佛說諸行有為經,大正藏,經集部類,17,1卷,宋 法天譯,宋960~1279
T0759,佛說較量壽命經,大正藏,經集部類,17,1卷,宋 天息災譯,宋960~1279
T0760,惟日雜難經,大正藏,經集部類,17,1卷,吳 支謙譯,吳229~280
T0761,佛說法集經,大正藏,經集部類,17,6卷,元魏 菩提流支譯,元魏
T0762,佛說決定義經,大正藏,經集部類,17,1卷,宋 法賢譯,宋960~1279
T0763,佛說法乘義決定經,大正藏,經集部類,17,3卷,宋 金總持等譯,宋960~1279
T0764,佛說法集名數經,大正藏,經集部類,17,1卷,宋 施護譯,宋960~1279
T0765,本事經,大正藏,經集部類,17,7卷,唐 玄奘譯,唐618~907
T0766,佛說法身經,大正藏,經集部類,17,1卷,宋 法賢譯,宋960~1279
T0767,佛說三品弟子經,大正藏,經集部類,17,1卷,吳 支謙譯,吳229~280
T0768,三慧經,大正藏,經集部類,17,1卷,失譯,
T0769,佛說四輩經,大正藏,經集部類,17,1卷,西晉 竺法護譯,西晉265~316
T0770,佛說四不可得經,大正藏,經集部類,17,1卷,西晉 竺法護譯,西晉265~316
T0771,四品學法經,大正藏,經集部類,17,1卷,劉宋 求那跋陀羅譯,劉宋420~479
T0772,大乘四法經,大正藏,經集部類,17,1卷,唐 地婆訶羅譯,唐618~907
T0773,佛說菩薩修行四法經,大正藏,經集部類,17,1卷,唐 地婆訶羅譯,唐618~907
T0774,大乘四法經,大正藏,經集部類,17,1卷,唐 實叉難陀譯,唐618~907
T0775,佛說四無所畏經,大正藏,經集部類,17,1卷,宋 施護譯,宋960~1279
T0776,佛說四品法門經,大正藏,經集部類,17,1卷,宋 法賢譯,宋960~1279
T0777,佛說賢者五福德經,大正藏,經集部類,17,1卷,西晉 白法祖譯,西晉265~316
T0778,佛說菩薩內習六波羅蜜經,大正藏,經集部類,17,1卷,後漢 嚴佛調譯,後漢947~951
T0779,佛說八大人覺經,大正藏,經集部類,17,1卷,後漢 安世高譯,後漢947~951
T0780,佛說十力經,大正藏,經集部類,17,1卷,唐 勿提提犀魚譯,唐618~907
T0781,佛說佛十力經,大正藏,經集部類,17,1卷,宋 施護等譯,宋960~1279
T0782,佛說十號經,大正藏,經集部類,17,1卷,宋 天息災譯,宋960~1279
T0783,佛說十二頭陀經,大正藏,經集部類,17,1卷,劉宋 求那跋陀羅譯,劉宋420~479
T0784,四十二章經,大正藏,經集部類,17,1卷,後漢 迦葉摩騰共法蘭譯,後漢947~951
T0785,得道梯橙錫杖經,大正藏,經集部類,17,1卷,失譯,
T0786,佛說木槵子經,大正藏,經集部類,17,1卷,失譯,
T0787,曼殊室利呪藏中校量數珠功德經,大正藏,經集部類,17,1卷,唐 義淨譯,唐618~907
